ID,Date,Team1,Team2,WinningTeam,year
1254100,2021-09-27,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,2021
1254092,2021-09-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2021
1254099,2021-09-28,Punjab Kings,Mumbai Indians,Mumbai Indians,2021
1254103,2021-09-29,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,2021
1254091,2021-09-30,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,2021
1254102,2021-10-01,Kolkata Knight Riders,Punjab Kings,Punjab Kings,2021
1254089,2021-10-02,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,2021
1254112,2021-10-02,Mumbai Indians,Delhi Capitals,Delhi Capitals,2021
1254109,2021-10-03,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2021
1254090,2021-10-03,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,2021
1254110,2021-10-04,Chennai Super Kings,Delhi Capitals,Delhi Capitals,2021
1254093,2021-10-05,Rajasthan Royals,Mumbai Indians,Mumbai Indians,2021
1254095,2021-10-06,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,2021
1254094,2021-10-07,Chennai Super Kings,Punjab Kings,Punjab Kings,2021
1254106,2021-10-07,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,2021
1254101,2021-10-08,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2021
1254088,2021-10-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,2021
1254114,2021-10-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,2021
1254115,2021-10-11,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,2021
1254116,2021-10-13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2021
1254117,2021-10-15,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2021
1304047,2022-03-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,2022
1304049,2022-03-27,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,2022
1304048,2022-03-27,Mumbai Indians,Delhi Capitals,Delhi Capitals,2022
1304050,2022-03-28,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,2022
1304051,2022-03-29,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,2022
1304052,2022-03-30,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,2022
1304053,2022-03-31,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,2022
1304054,2022-04-01,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,2022
1304055,2022-04-02,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,2022
1304056,2022-04-02,Gujarat Titans,Delhi Capitals,Gujarat Titans,2022
1304057,2022-04-03,Punjab Kings,Chennai Super Kings,Punjab Kings,2022
1304058,2022-04-04,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,2022
1304059,2022-04-05,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,2022
1304060,2022-04-06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,2022
1304061,2022-04-07,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,2022
1304062,2022-04-08,Punjab Kings,Gujarat Titans,Gujarat Titans,2022
1304064,2022-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,2022
1304063,2022-04-09,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2022
1304065,2022-04-10,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,2022
1304066,2022-04-10,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,2022
1304067,2022-04-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,2022
1304068,2022-04-12,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,2022
1304069,2022-04-13,Punjab Kings,Mumbai Indians,Punjab Kings,2022
1304070,2022-04-14,Gujarat Titans,Rajasthan Royals,Gujarat Titans,2022
1304071,2022-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,2022
1304072,2022-04-16,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,2022
1304073,2022-04-16,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,2022
1304074,2022-04-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2022
1304075,2022-04-17,Chennai Super Kings,Gujarat Titans,Gujarat Titans,2022
1304076,2022-04-18,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,2022
1304077,2022-04-19,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,2022
1304078,2022-04-20,Punjab Kings,Delhi Capitals,Delhi Capitals,2022
1304079,2022-04-21,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2022
1304080,2022-04-22,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2022
1304081,2022-04-23,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,2022
1304082,2022-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,2022
1304083,2022-04-24,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,2022
1304084,2022-04-25,Punjab Kings,Chennai Super Kings,Punjab Kings,2022
1304085,2022-04-26,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,2022
1304086,2022-04-27,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,2022
1304087,2022-04-28,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,2022
1304088,2022-04-29,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,2022
1304090,2022-04-30,Rajasthan Royals,Mumbai Indians,Mumbai Indians,2022
1304089,2022-04-30,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,2022
1304091,2022-05-01,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,2022
1304092,2022-05-01,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2022
1304093,2022-05-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,2022
1304094,2022-05-03,Gujarat Titans,Punjab Kings,Punjab Kings,2022
1304095,2022-05-04,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,2022
1304096,2022-05-05,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,2022
1304097,2022-05-06,Mumbai Indians,Gujarat Titans,Mumbai Indians,2022
1304099,2022-05-07,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,2022
1304098,2022-05-07,Punjab Kings,Rajasthan Royals,Rajasthan Royals,2022
1304101,2022-05-08,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2022
1304100,2022-05-08,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,2022
1304102,2022-05-09,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,2022
1304103,2022-05-10,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,2022
1304104,2022-05-11,Rajasthan Royals,Delhi Capitals,Delhi Capitals,2022
1304105,2022-05-12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,2022
1304106,2022-05-13,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,2022
1304107,2022-05-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2022
1304109,2022-05-15,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,2022
1304108,2022-05-15,Chennai Super Kings,Gujarat Titans,Gujarat Titans,2022
1304110,2022-05-16,Delhi Capitals,Punjab Kings,Delhi Capitals,2022
1304111,2022-05-17,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,2022
1304112,2022-05-18,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,2022
1304113,2022-05-19,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,2022
1304114,2022-05-20,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,2022
1304115,2022-05-21,Delhi Capitals,Mumbai Indians,Mumbai Indians,2022
1304116,2022-05-22,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,2022
1312197,2022-05-24,Rajasthan Royals,Gujarat Titans,Gujarat Titans,2022
1312198,2022-05-25,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,2022
1312199,2022-05-27,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,2022
1312200,2022-05-29,Rajasthan Royals,Gujarat Titans,Gujarat Titans,2022
1359475,2023-03-31,Chennai Super Kings,Gujarat Titans,Gujarat Titans,2023
1359476,2023-04-01,Punjab Kings,Kolkata Knight Riders,Punjab Kings,2023
1359477,2023-04-01,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,2023
1359479,2023-04-02,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,2023
1359478,2023-04-02,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,2023
1359480,2023-04-03,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,2023
1359481,2023-04-04,Delhi Capitals,Gujarat Titans,Gujarat Titans,2023
1359482,2023-04-05,Punjab Kings,Rajasthan Royals,Punjab Kings,2023
1359483,2023-04-06,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,2023
1359484,2023-04-07,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,2023
1359486,2023-04-08,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2023
1359485,2023-04-08,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2023
1359488,2023-04-09,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2023
1359487,2023-04-09,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,2023
1359489,2023-04-10,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,2023
1359490,2023-04-11,Delhi Capitals,Mumbai Indians,Mumbai Indians,2023
1359491,2023-04-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,2023
1359492,2023-04-13,Punjab Kings,Gujarat Titans,Gujarat Titans,2023
1359493,2023-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2023
1359494,2023-04-15,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,2023
1359495,2023-04-15,Lucknow Super Giants,Punjab Kings,Punjab Kings,2023
1359497,2023-04-16,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,2023
1359496,2023-04-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,2023
1359498,2023-04-17,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,2023
1359499,2023-04-18,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,2023
1359500,2023-04-19,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,2023
1359501,2023-04-20,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,2023
1359502,2023-04-20,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,2023
1359503,2023-04-21,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,2023
1359504,2023-04-22,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,2023
1359505,2023-04-22,Punjab Kings,Mumbai Indians,Punjab Kings,2023
1359506,2023-04-23,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,2023
1359507,2023-04-23,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2023
1359508,2023-04-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,2023
1359509,2023-04-25,Gujarat Titans,Mumbai Indians,Gujarat Titans,2023
1359510,2023-04-26,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,2023
1359511,2023-04-27,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,2023
1359512,2023-04-28,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,2023
1359514,2023-04-29,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,2023
1359513,2023-04-29,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,2023
1359515,2023-04-30,Chennai Super Kings,Punjab Kings,Punjab Kings,2023
1359516,2023-04-30,Rajasthan Royals,Mumbai Indians,Mumbai Indians,2023
1359517,2023-05-01,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,2023
1359518,2023-05-02,Delhi Capitals,Gujarat Titans,Delhi Capitals,2023
1359520,2023-05-03,Punjab Kings,Mumbai Indians,Mumbai Indians,2023
1359521,2023-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2023
1359522,2023-05-05,Rajasthan Royals,Gujarat Titans,Gujarat Titans,2023
1359524,2023-05-06,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,2023
1359523,2023-05-06,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2023
1359526,2023-05-07,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,2023
1359525,2023-05-07,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,2023
1359527,2023-05-08,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,2023
1359528,2023-05-09,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,2023
1359529,2023-05-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2023
1359530,2023-05-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,2023
1359531,2023-05-12,Mumbai Indians,Gujarat Titans,Mumbai Indians,2023
1359532,2023-05-13,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,2023
1359533,2023-05-13,Punjab Kings,Delhi Capitals,Punjab Kings,2023
1359534,2023-05-14,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,2023
1359535,2023-05-14,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,2023
1359536,2023-05-15,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,2023
1359537,2023-05-16,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,2023
1359538,2023-05-17,Delhi Capitals,Punjab Kings,Delhi Capitals,2023
1359539,2023-05-18,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,2023
1359540,2023-05-19,Punjab Kings,Rajasthan Royals,Rajasthan Royals,2023
1359542,2023-05-20,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,2023
1359541,2023-05-20,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2023
1359543,2023-05-21,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,2023
1359544,2023-05-21,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,2023
1370350,2023-05-23,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,2023
1370351,2023-05-24,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,2023
1370352,2023-05-26,Gujarat Titans,Mumbai Indians,Gujarat Titans,2023
1370353,2023-05-29,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,2023
1422119,2024-03-22,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,2024
1422121,2024-03-23,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2024
1422120,2024-03-23,Delhi Capitals,Punjab Kings,Punjab Kings,2024
1422122,2024-03-24,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,2024
1422123,2024-03-24,Gujarat Titans,Mumbai Indians,Gujarat Titans,2024
1422124,2024-03-25,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2024
1422125,2024-03-26,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,2024
1422126,2024-03-27,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,2024
1422127,2024-03-28,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2024
1422128,2024-03-29,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,2024
1422129,2024-03-30,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,2024
1422130,2024-03-31,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,2024
1422131,2024-03-31,Delhi Capitals,Chennai Super Kings,Delhi Capitals,2024
1422132,2024-04-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,2024
1422133,2024-04-02,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,2024
1422134,2024-04-03,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,2024
1422135,2024-04-04,Gujarat Titans,Punjab Kings,Punjab Kings,2024
1422136,2024-04-05,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2024
1422137,2024-04-06,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,2024
1422139,2024-04-07,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,2024
1422138,2024-04-07,Mumbai Indians,Delhi Capitals,Mumbai Indians,2024
1426260,2024-04-08,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,2024
1426261,2024-04-09,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,2024
1426262,2024-04-10,Rajasthan Royals,Gujarat Titans,Gujarat Titans,2024
1426263,2024-04-11,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,2024
1426264,2024-04-12,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,2024
1426265,2024-04-13,Punjab Kings,Rajasthan Royals,Rajasthan Royals,2024
1426266,2024-04-14,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,2024
1426267,2024-04-14,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,2024
1426268,2024-04-15,Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,2024
1426269,2024-04-16,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,2024
1426270,2024-04-17,Gujarat Titans,Delhi Capitals,Delhi Capitals,2024
1426271,2024-04-18,Mumbai Indians,Punjab Kings,Mumbai Indians,2024
1426272,2024-04-19,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,2024
1426273,2024-04-20,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,2024
1426274,2024-04-21,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,2024
1426275,2024-04-21,Punjab Kings,Gujarat Titans,Gujarat Titans,2024
1426276,2024-04-22,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,2024
1426277,2024-04-23,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,2024
1426278,2024-04-24,Delhi Capitals,Gujarat Titans,Delhi Capitals,2024
1426279,2024-04-25,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,2024
1426280,2024-04-26,Kolkata Knight Riders,Punjab Kings,Punjab Kings,2024
1426282,2024-04-27,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,2024
1426281,2024-04-27,Delhi Capitals,Mumbai Indians,Delhi Capitals,2024
1426283,2024-04-28,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2024
1426284,2024-04-28,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2024
1426285,2024-04-29,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2024
1426286,2024-04-30,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,2024
1426287,2024-05-01,Chennai Super Kings,Punjab Kings,Punjab Kings,2024
1426288,2024-05-02,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2024
1426289,2024-05-03,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,2024
1426290,2024-05-04,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2024
1426292,2024-05-05,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,2024
1426291,2024-05-05,Chennai Super Kings,Punjab Kings,Chennai Super Kings,2024
1426293,2024-05-06,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,2024
1426294,2024-05-07,Delhi Capitals,Rajasthan Royals,Delhi Capitals,2024
1426295,2024-05-08,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,2024
1426296,2024-05-09,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,2024
1426297,2024-05-10,Gujarat Titans,Chennai Super Kings,Gujarat Titans,2024
1426298,2024-05-11,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,2024
1426300,2024-05-12,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,2024
1426299,2024-05-12,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,2024
1426302,2024-05-14,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,2024
1426303,2024-05-15,Rajasthan Royals,Punjab Kings,Punjab Kings,2024
1426305,2024-05-17,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,2024
1426306,2024-05-18,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,2024
1426307,2024-05-19,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2024
1426309,2024-05-21,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2024
1426310,2024-05-22,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,2024
1426311,2024-05-24,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2024
1426312,2024-05-26,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2024
1473438,2025-03-22,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2025
1473439,2025-03-23,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2025
1473440,2025-03-23,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2025
1473441,2025-03-24,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,2025
1473442,2025-03-25,Punjab Kings,Gujarat Titans,Punjab Kings,2025
1473443,2025-03-26,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,2025
1473444,2025-03-27,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,2025
1473445,2025-03-28,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,2025
1473446,2025-03-29,Gujarat Titans,Mumbai Indians,Gujarat Titans,2025
1473447,2025-03-30,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,2025
1473448,2025-03-30,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,2025
1473449,2025-03-31,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,2025
1473450,2025-04-01,Lucknow Super Giants,Punjab Kings,Punjab Kings,2025
1473451,2025-04-02,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,2025
1473452,2025-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2025
1473453,2025-04-04,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,2025
1473455,2025-04-05,Rajasthan Royals,Punjab Kings,Rajasthan Royals,2025
1473454,2025-04-05,Delhi Capitals,Chennai Super Kings,Delhi Capitals,2025
1473457,2025-04-06,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,2025
1473458,2025-04-07,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,2025
1473459,2025-04-08,Punjab Kings,Chennai Super Kings,Punjab Kings,2025
1473456,2025-04-08,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,2025
1473460,2025-04-09,Gujarat Titans,Rajasthan Royals,Gujarat Titans,2025
1473461,2025-04-10,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,2025
1473462,2025-04-11,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,2025
1473464,2025-04-12,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,2025
1473463,2025-04-12,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,2025
1473466,2025-04-13,Mumbai Indians,Delhi Capitals,Mumbai Indians,2025
1473465,2025-04-13,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,2025
1473467,2025-04-14,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,2025
1473468,2025-04-15,Punjab Kings,Kolkata Knight Riders,Royal Challengers Bengaluru,2025
